villid,hogid,D_HH,IncomeLab,famsize,agehead,sexhead,pov_HH
7015035,MQ159101150,1,NA,3,62,Male,pobre
7015035,MQ159101152,0,NA,4,22,Female,pobre
7015035,MQ159101153,1,NA,4,62,Male,pobre
7015035,MQ166101191,1,NA,4,50,Male,pobre
7015035,MQ166101192,1,NA,3,62,Male,pobre
7015035,MQ166101193,1,NA,7,66,Male,pobre
7015035,MQ166101194,0,NA,5,31,Male,pobre
7015035,MQ166101195,0,NA,5,64,Male,pobre
7015035,MQ166101196,1,NA,2,56,Male,pobre
7015035,MQ1661211100,1,900,4,53,Female,pobre
7015035,MQ166121197,0,NA,4,40,Male,pobre
7015035,MQ166121198,0,NA,1,45,Male,pobre
7015035,MQ166121199,0,NA,1,53,Male,pobre
7015038,MQ088081182,0,2100,3,45,Male,no pobre
7015038,MQ090071174,0,NA,5,40,Male,pobre
7015038,MQ090081176,1,NA,6,73,Female,pobre
7015038,MQ090091186,0,NA,2,60,Male,pobre
7015038,MQ097071185,1,NA,6,64,Male,pobre
7015038,MQ102081172,0,1200,5,30,Male,pobre
7015038,MQ112101148,0,NA,5,18,Male,pobre
7015038,MQ123071170,1,NA,5,61,Male,pobre
7015038,MQ123071176,1,NA,4,45,Male,pobre
7015038,MQ137081184,0,NA,5,78,Male,pobre
7015038,MQ137081188,NA,NA,1,32,Male,pobre
7015038,MQ137091191,1,NA,4,41,Male,pobre
7015038,MQ137091194,1,NA,5,56,Male,pobre
7015038,MQ139071143,0,1600,6,47,Male,pobre
7015038,MQ141071177,1,NA,8,50,Female,pobre
7015038,MQ141081185,0,NA,8,48,Female,pobre
7015038,MQ141081186,1,NA,11,66,Male,pobre
7015038,MQ141081187,1,NA,4,73,Male,no pobre
7015038,MQ141081188,1,NA,3,48,Male,pobre
7015038,MQ141091192,1,960,5,51,Male,pobre
7015038,MQ141091193,1,NA,8,78,Male,pobre
7015038,MQ145071182,1,NA,4,53,Male,pobre
7015038,MQ151081169,0,NA,3,20,Male,pobre
7015038,MQ151081170,1,900,3,59,Male,pobre
7015038,MQ151081172,1,NA,4,46,Male,pobre
7015038,MQ159091148,1,NA,8,82,Male,pobre
7015038,MQ166071176,1,NA,6,47,Male,pobre
7015038,MQ166071177,1,NA,2,58,Male,pobre
7015038,MQ166071179,1,2000,9,59,Male,pobre
7015038,MQ166081185,1,NA,4,40,Female,pobre
